,Rank,Name,Team,League,Nation,OVR,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Position,SHO,Finishing,Shot Power,Penalties,Reactions,Preferred foot
222,2882,Diego Conde,Villarreal CF,LALIGA EA SPORTS,Spain,73,73,73,64,73,74,GK,73,11,48,21,70,Right
223,2882,Maxime Crépeau,Portland Timbers,MLS,Canada,73,74,71,70,71,75,GK,71,17,53,23,64,Right
224,2882,Jeffrey de Lange,OM,Ligue 1 McDonald's,Holland,73,73,69,74,73,73,GK,69,6,56,18,67,Right
225,2882,Cláudio Ramos,FC Porto,Liga Portugal,Portugal,73,78,72,64,72,72,GK,72,14,48,13,68,Right
226,2882,Ersin Destanoğlu,Beşiktaş,Trendyol Süper Lig,Turkey,73,73,74,68,74,73,GK,74,9,51,15,66,Right
227,2882,Carlos Miguel,Nott'm Forest,Premier League,Brazil,73,71,74,69,73,71,GK,74,6,52,13,71,Left
228,2882,Patrick Drewes,VfL Bochum 1848,Bundesliga,Germany,73,74,71,67,71,75,GK,71,14,50,26,69,Right
229,2882,Joël Drommel,PSV,Eredivisie,Holland,73,74,72,76,71,75,GK,72,13,57,32,65,Right
230,2882,Andrés Fernández,Levante UD,LALIGA HYPERMOTION,Spain,73,71,70,70,76,75,GK,70,13,53,16,69,Right
231,2882,Wes Foderingham,West Ham,Premier League,England,73,74,71,72,72,75,GK,71,13,54,14,67,Left
232,2882,Fraser Forster,Spurs,Premier League,England,73,72,71,67,74,75,GK,71,13,50,22,68,Right
233,2882,Gauthier Gallon,Stade Rennais FC,Ligue 1 McDonald's,France,73,74,71,72,73,75,GK,71,14,54,19,66,Right
234,2882,Javier García,Boca Juniors,Sudamericana,Argentina,73,75,68,75,72,74,GK,68,11,56,19,72,Right
235,2882,Ivo Grbić,Sheffield Utd,EFL Championship,Croatia,73,74,70,73,72,73,GK,70,9,55,19,70,Right
236,2882,Günay Güvenç,Galatasaray,Trendyol Süper Lig,Turkey,73,72,71,71,70,75,GK,71,20,53,21,70,Right
237,2882,Kim Seung Gyu,Al Shabab,ROSHN Saudi League,Korea Republic,73,75,65,70,71,76,GK,65,12,53,12,72,Right
238,2882,Hervé Koffi,RC Lens,Ligue 1 McDonald's,Burkina Faso,73,75,69,68,67,76,GK,69,8,51,16,73,Right
239,2882,Vladan Kovacević,Sporting CP,Liga Portugal,Serbia,73,74,70,75,77,76,GK,70,5,56,11,54,Right
240,2882,Tim Krul,Luton Town,EFL Championship,Holland,73,73,72,71,71,76,GK,72,11,53,20,62,Left
241,2882,Nediljko Labrović,FC Augsburg,Bundesliga,Croatia,73,76,70,63,73,74,GK,70,9,47,18,70,Right
242,2882,Carlos Lampe,Bolívar,Libertadores,Bolivia,73,72,71,69,75,74,GK,71,17,52,14,69,Right
243,2882,Mateusz Lis,Göztepe,Trendyol Süper Lig,Poland,73,75,73,68,75,74,GK,73,9,51,16,57,Right
244,2882,Nahuel Losada,Lanús,Sudamericana,Argentina,73,74,74,72,70,69,GK,74,17,54,27,70,Right
245,2882,Jonas Lössl,FC Midtjylland,3F Superliga,Denmark,73,73,74,70,73,72,GK,74,12,53,12,64,Right
246,2882,Aleš Mandous,Slavia Praha,Česká Liga,Czech Republic,73,72,72,77,73,74,GK,72,9,58,13,66,Left
247,2882,Matías Mansilla,Estudiantes,Libertadores,Argentina,73,70,71,68,76,75,GK,71,9,51,11,69,Right
248,2882,Juan Carlos,Girona FC,LALIGA EA SPORTS,Spain,73,72,73,72,71,73,GK,73,14,54,30,67,Right
249,2882,Santiago Mele,Junior,Libertadores,Uruguay,73,75,70,68,68,76,GK,70,5,51,30,71,Right
250,2882,Anthony Moris,R. Union St.-G.,1A Pro League,Luxembourg,73,74,70,79,71,75,GK,70,11,59,27,69,Left
251,2882,Paul Nardi,QPR,EFL Championship,France,73,74,67,68,72,76,GK,67,10,51,16,71,Right
252,2882,Moritz Nicolas,M'gladbach,Bundesliga,Germany,73,76,74,68,70,77,GK,74,9,51,17,58,Right
253,2882,Andries Noppert,sc Heerenveen,Eredivisie,Holland,73,74,71,67,72,73,GK,71,19,50,19,74,Left
254,2882,Gastón Olveira,Olimpia,Sudamericana,Uruguay,73,72,75,57,70,73,GK,75,8,43,12,72,Right
255,2882,Alexandre Oukidja,FC Metz,Ligue 2 BKT,Algeria,73,72,70,70,74,73,GK,70,14,53,24,68,Right
256,2882,Pacheco,RCD Espanyol,LALIGA EA SPORTS,Spain,73,73,72,68,72,73,GK,72,16,51,23,72,Left
257,2882,Iñaki Peña,FC Barcelona,LALIGA EA SPORTS,Spain,73,72,68,77,72,73,GK,68,6,58,17,73,Right
258,2882,Pavao Pervan,VfL Wolfsburg,Bundesliga,Austria,73,72,73,69,70,75,GK,73,9,52,14,70,Right
259,2882,Franco Petroli,Godoy Cruz,Primera División,Argentina,73,71,72,70,73,74,GK,72,5,53,20,70,Left
260,2882,Diant Ramaj,Ajax,Eredivisie,Germany,73,74,69,81,72,76,GK,69,7,61,17,66,Right
261,2882,Jacob Rinne,Djurgårdens IF,Allsvenskan,Sweden,73,73,71,73,71,75,GK,71,15,55,26,68,Left
262,2882,Leo Román,RCD Mallorca,LALIGA EA SPORTS,Spain,73,71,72,69,70,75,GK,72,12,52,15,72,Right
263,2882,Simone Scuffet,Cagliari,Serie A Enilive,Italy,73,73,71,65,72,76,GK,71,20,49,18,71,Right
264,2882,Luigi Sepe,Salernitana,Serie BKT,Italy,73,72,71,70,70,76,GK,71,14,53,17,72,Left
265,2882,Ricardo Velho,Farense,Liga Portugal,Portugal,73,74,71,66,73,75,GK,71,6,50,10,64,Right
266,2882,Cican Stanković,AEK Athens,Hellas Liga,Austria,73,75,73,62,72,76,GK,73,8,47,20,64,Right
267,2882,Zack Steffen,Colorado Rapids,MLS,United States,73,75,72,71,69,75,GK,72,9,53,37,66,Right
268,2882,Yohei Takaoka,Whitecaps FC,MLS,Japan,73,76,72,67,70,74,GK,72,9,50,17,64,Right
269,2882,Mailson,Al Taawoun,ROSHN Saudi League,Brazil,73,73,73,78,73,71,GK,73,10,59,16,69,Right
270,2882,James Trafford,Burnley,EFL Championship,England,73,73,71,69,71,75,GK,71,8,52,16,71,Right
271,2882,Mark Travers,AFC Bournemouth,Premier League,Republic of Ireland,73,73,69,70,73,76,GK,69,14,53,18,69,Right
272,2882,Konstantinos Tzolakis,Olympiacos FC,Hellas Liga,Greece,73,73,71,70,70,75,GK,71,6,53,16,70,Right
273,2882,Jonas Urbig,1. FC Köln,Bundesliga 2,Germany,73,75,71,68,75,76,GK,71,5,51,15,61,Right
274,2882,David von Ballmoos,BSC Young Boys,CSSL,Switzerland,73,73,73,74,72,72,GK,73,16,56,28,63,Right
275,2882,Ron-Robert Zieler,Hannover 96,Bundesliga 2,Germany,73,71,69,69,75,74,GK,69,10,52,24,75,Right
276,2882,Lawrence Ati Zigi,FC St. Gallen,CSSL,Ghana,73,74,69,65,72,75,GK,69,18,49,24,71,Right
277,3521,Alfredo Aguilar,Sportivo Luqueño,Sudamericana,Paraguay,72,70,70,71,71,74,GK,70,17,53,22,70,Right
278,3521,Facundo Altamirano,San Lorenzo,Libertadores,Argentina,72,71,68,70,70,74,GK,68,12,53,27,69,Right
279,3521,Daniel Bentley,Wolves,Premier League,England,72,73,67,69,72,73,GK,67,11,52,22,72,Right
280,3521,Paul Bernardoni,Yverdon Sport FC,CSSL,France,72,73,70,69,72,71,GK,70,13,52,19,68,Left
281,3521,Yanick Brecher,FC Zürich,CSSL,Switzerland,72,71,71,69,73,73,GK,71,13,52,24,68,Right
282,3521,Leandro Chichizola,Parma,Serie A Enilive,Argentina,72,70,70,69,74,72,GK,70,16,52,25,67,Right
283,3521,Zander Clark,Hearts,Scottish Prem,Scotland,72,73,68,70,72,77,GK,68,16,53,24,64,Right
284,3521,Carlos Coronel,Red Bulls,MLS,Paraguay,72,71,70,73,71,73,GK,70,10,55,12,70,Right
285,3521,Karl Darlow,Leeds United,EFL Championship,England,72,73,70,66,72,75,GK,70,14,50,19,66,Right
286,3521,Daniel,SJ Earthquakes,MLS,Brazil,72,73,71,70,74,76,GK,71,7,53,13,53,Right
287,3521,Andrés Desábato,Platense,Primera División,Argentina,72,72,69,66,74,72,GK,69,6,50,15,70,Right
288,3521,Jaume,Valencia CF,LALIGA EA SPORTS,Spain,72,70,72,73,70,74,GK,72,11,55,25,70,Right
289,3521,Juan Espínola,Belgrano,Sudamericana,Paraguay,72,76,73,72,71,70,GK,73,10,54,25,62,Right
290,3521,Ezkieta,R. Racing Club,LALIGA HYPERMOTION,Spain,72,71,70,67,69,75,GK,70,12,50,24,72,Right
291,3521,Paulo Vítor,Al Okhdood,ROSHN Saudi League,Brazil,72,74,71,70,70,73,GK,71,10,53,19,64,Right
292,3521,Yahia Fofana,Angers SCO,Ligue 1 McDonald's,Côte d'Ivoire,72,74,69,69,71,74,GK,69,5,52,11,68,Right
293,3521,Stefan Frei,Sounders FC,MLS,United States,72,72,68,67,74,74,GK,68,17,50,20,63,Right
294,3521,Pedro Gallese,Orlando City,MLS,Peru,72,71,71,64,70,73,GK,71,20,48,22,76,Right
295,3521,Rafał Gikiewicz,Widzew Łódź,PKO BP Ekstraklasa,Poland,72,73,68,64,74,71,GK,68,13,48,19,73,Right
296,3521,Andreas Hansen,FC Nordsjælland,3F Superliga,Denmark,72,72,71,74,72,73,GK,71,11,56,24,61,Right
297,3521,Daniel Heuer Fernandes,Hamburger SV,Bundesliga 2,Portugal,72,71,68,74,71,75,GK,68,11,56,19,70,Right
298,3521,Timo Horn,VfL Bochum 1848,Bundesliga,Germany,72,73,74,58,67,72,GK,74,13,44,21,76,Left
299,3521,Ethan Horvath,Cardiff City,EFL Championship,United States,72,77,68,66,67,76,GK,68,17,50,11,70,Right
300,3521,Lucas Hoyos,Newell's,Primera División,Argentina,72,74,69,68,66,75,GK,69,16,51,29,70,Right
301,3521,Antonín Kinský,Slavia Praha,Česká Liga,Czech Republic,72,73,72,74,72,74,GK,72,6,56,15,55,Right
302,3521,Ondřej Kolář,Slavia Praha,Česká Liga,Czech Republic,72,71,69,76,72,74,GK,69,7,57,15,61,Right
303,3521,Tobias Lawal,LASK,Ö. Bundesliga,Austria,72,77,68,64,70,74,GK,68,7,48,12,67,Right
304,3521,Warleson,Cercle Brugge,1A Pro League,Brazil,72,72,70,75,69,76,GK,70,6,56,12,67,Right
305,3521,Christos Mandas,Latium,Serie A Enilive,Greece,72,75,70,71,69,78,GK,70,8,53,18,60,Right
306,3521,Vito Mannone,LOSC Lille,Ligue 1 McDonald's,Italy,72,70,69,68,74,71,GK,69,16,51,44,70,Right
307,3521,Alexis Martín Arias,Cerro Porteño,Libertadores,Argentina,72,72,68,69,71,75,GK,68,19,52,23,70,Right
308,3521,Sebastián Meza,Huracán,Primera División,Argentina,72,72,70,73,71,73,GK,70,10,55,17,70,Right
309,3521,Horațiu Moldovan,Sassuolo,Serie BKT,Romania,72,73,70,66,70,74,GK,70,17,50,17,71,Right
310,3521,Florian Müller,SC Freiburg,Bundesliga,Germany,72,72,67,71,68,79,GK,67,11,53,19,70,Left
311,3521,João Gonçalves,Boavista FC,Liga Portugal,Portugal,72,71,69,68,73,72,GK,69,7,51,12,67,Right
312,3521,Kewin,Moreirense FC,Liga Portugal,Brazil,72,75,67,66,74,75,GK,67,8,50,11,62,Right
313,3521,Alex Palmer,West Brom,EFL Championship,England,72,73,72,71,71,72,GK,72,14,53,27,66,Right
314,3521,Remko Pasveer,Ajax,Eredivisie,Holland,72,70,75,77,77,68,GK,75,12,58,28,58,Right
315,3521,Anthony Patterson,Sunderland,EFL Championship,England,72,71,69,72,68,75,GK,69,12,54,12,68,Right
316,3521,Daniel Peretz,FC Bayern München,Bundesliga,Israel,72,74,74,69,63,73,GK,74,8,52,12,68,Right
317,3521,Hamilton Piedra,Dep. Cuenca,Sudamericana,Ecuador,72,73,70,72,72,70,GK,70,14,54,28,68,Right
318,3521,Mirko Pigliacelli,Catanzaro,Serie BKT,Italy,72,72,71,83,70,72,GK,71,19,62,55,67,Right
319,3521,Carlo Pinsoglio,Juventus,Serie A Enilive,Italy,72,72,71,62,73,74,GK,71,11,47,22,61,Left
320,3521,Samuel Portugal,FC Porto,Liga Portugal,Brazil,72,73,67,76,71,75,GK,67,14,57,25,68,Left
321,3521,Ionuț Andrei Radu,Lombardia FC,Serie A Enilive,Romania,72,76,68,70,70,76,GK,68,18,53,15,64,Right
322,3521,Davy Roef,KAA Gent,1A Pro League,Belgium,72,73,71,71,71,72,GK,71,15,53,31,68,Right
323,3521,Rafael Romo,U. Católica,Sudamericana,Venezuela,72,75,68,68,70,74,GK,68,15,51,20,69,Right
324,3521,Carl Rushworth,Hull City,EFL Championship,England,72,72,70,71,71,73,GK,70,6,53,10,65,Left
325,3521,Kjell Scherpen,SK Sturm Graz,Ö. Bundesliga,Holland,72,76,67,70,72,73,GK,67,9,53,12,65,Right
326,3521,Hendrik Van Crombrugge,KRC Genk,1A Pro League,Belgium,72,71,72,76,76,69,GK,72,11,57,26,63,Left
327,3521,Guillermo Viscarra,The Strongest,Libertadores,Bolivia,72,74,70,65,73,72,GK,70,5,49,17,65,Right
328,3521,Wang Dalei,Shandong Taishan,CSL,China PR,72,73,69,66,70,74,GK,69,14,50,22,70,Right
329,3521,Danny Ward,Leicester City,Premier League,Wales,72,72,71,68,70,72,GK,71,11,51,20,70,Right
330,4260,Amir Abedzadeh,CD Castellón,LALIGA HYPERMOTION,Iran,71,70,68,65,71,72,GK,68,10,49,11,69,Right
331,4260,Lucas Acosta,Sarmiento,Primera División,Argentina,71,70,71,70,72,73,GK,71,17,53,25,60,Right
332,4260,Daniel Batz,1. FSV Mainz 05,Bundesliga,Germany,71,71,69,67,71,74,GK,69,11,50,23,66,Right
333,4260,Sinan Bolat,KVC Westerlo,1A Pro League,Turkey,71,68,76,74,70,68,GK,76,12,56,28,67,Right
334,4260,Fabian Bredlow,VfB Stuttgart,Bundesliga,Germany,71,71,67,66,68,74,GK,67,5,50,30,68,Left
335,4260,Facundo Cambeses,Racing Club,Sudamericana,Argentina,71,73,67,62,69,75,GK,67,12,47,14,68,Right
336,4260,Harlen Castillo,Atl. Nacional,Liga Colombia,Colombia,71,70,67,75,69,74,GK,67,10,56,25,69,Right
337,4260,Roman Celentano,FC Cincinnati,MLS,United States,71,72,67,66,72,71,GK,67,7,50,18,64,Right
338,4260,Michael Cooper,Sheffield Utd,EFL Championship,England,71,70,69,67,71,74,GK,69,8,50,11,67,Right
339,4260,Fernando De Paul,Colo-Colo,Libertadores,Chile,71,72,64,65,70,73,GK,64,15,49,21,70,Right
340,4260,Seny Dieng,Middlesbrough,EFL Championship,Senegal,71,70,67,69,67,74,GK,67,9,52,10,70,Right
341,4260,Cristopher Fiermarin,Defensa,Sudamericana,Uruguay,71,68,69,66,72,71,GK,69,10,50,30,69,Right
342,4260,David Gil,Cádiz CF,LALIGA HYPERMOTION,Spain,71,72,72,71,69,71,GK,72,13,53,21,64,Left
343,4260,Mauro Goicoechea,Danubio,Sudamericana,Uruguay,71,71,73,67,74,64,GK,73,16,50,22,63,Right
344,4260,Craig Gordon,Hearts,Scottish Prem,Scotland,71,71,69,63,69,72,GK,69,14,47,22,69,Left
345,4260,Jay Gorter,Ajax,Eredivisie,Holland,71,72,65,67,71,76,GK,65,16,50,28,66,Right
346,4260,Joel Graterol,América de Cali,Sudamericana,Venezuela,71,71,68,66,72,72,GK,68,9,50,16,66,Right
347,4260,Niklas Hedl,SK Rapid,Ö. Bundesliga,Austria,71,73,70,65,69,73,GK,70,5,49,15,60,Right
348,4260,Ron-Thorben Hoffmann,FC Schalke 04,Bundesliga 2,Germany,71,64,71,68,74,74,GK,71,8,51,10,65,Right
349,4260,Hwang In Jae,Pohang Steelers,K League 1,Korea Republic,71,72,68,63,66,75,GK,68,15,47,14,68,Right
350,4260,Daniel Iversen,Leicester City,Premier League,Denmark,71,71,70,67,69,71,GK,70,14,50,21,68,Right
351,4260,Erce Kardeşler,Hatayspor,Trendyol Süper Lig,Turkey,71,72,68,64,71,73,GK,68,8,48,13,64,Right
352,4260,Florian Kastenmeier,Düsseldorf,Bundesliga 2,Germany,71,72,65,67,70,74,GK,65,6,50,12,69,Right
353,4260,Kim Dong Joon,Jeju United,K League 1,Korea Republic,71,73,72,66,68,72,GK,72,17,50,18,64,Right
354,4260,Markus Kolke,SV Werder Bremen,Bundesliga,Germany,71,73,68,61,69,74,GK,68,15,46,29,69,Right
355,4260,Heinz Lindner,FC Sion,CSSL,Austria,71,72,70,65,73,71,GK,70,12,49,19,64,Right
356,4260,Pascal Loretz,FC Luzern,CSSL,Switzerland,71,70,69,67,70,72,GK,69,13,50,16,67,Right
357,4260,Ramiro Macagno,Newell's,Primera División,Argentina,71,73,70,67,69,71,GK,70,9,50,13,64,Right
358,4260,Gonzalo Marinelli,Ind. Rivadavia,Primera División,Argentina,71,72,69,64,71,72,GK,69,15,48,18,69,Right
359,4260,Alex McCarthy,Southampton,Premier League,England,71,71,71,62,68,74,GK,71,17,47,41,68,Right
360,4260,Alessandro Micai,Cosenza,Serie BKT,Italy,71,69,72,67,66,75,GK,72,17,50,24,69,Right
361,4260,Lautaro Morales,Talleres,Libertadores,Argentina,71,71,68,67,72,72,GK,68,17,50,25,63,Right
362,4260,Sebastián Moyano,Barracas Central,Primera División,Argentina,71,72,66,62,72,73,GK,66,20,47,22,67,Right
363,4260,João Virgínia,Everton,Premier League,Portugal,71,73,72,66,67,73,GK,72,8,50,12,60,Left
364,4260,Ivan Nevistić,Dinamo Zagreb,Liga Hrvatska,Croatia,71,71,68,69,70,75,GK,68,9,52,14,67,Right
365,4260,Maarten Paes,FC Dallas,MLS,Holland,71,72,66,68,70,74,GK,66,10,51,10,68,Right
366,4260,Alberto Paleari,Torino,Serie A Enilive,Italy,71,69,67,69,74,71,GK,67,8,52,15,64,Right
367,4260,Giacomo Poluzzi,Südtirol,Serie BKT,Italy,71,70,69,64,73,73,GK,69,6,48,15,66,Left
368,4260,Anthony Racioppi,Hull City,EFL Championship,Switzerland,71,73,68,65,69,71,GK,68,7,49,19,69,Right
369,4260,John Ruddy,Newcastle Utd,Premier League,England,71,68,72,68,70,69,GK,72,7,51,18,70,Right
370,4260,Rúnar Alex Rúnarsson,F.C. København,3F Superliga,Iceland,71,71,70,72,70,70,GK,70,14,54,22,70,Right
371,4260,Adrian Šemper,Pisa,Serie BKT,Croatia,71,72,68,66,70,72,GK,68,15,50,15,68,Right
372,4260,Dayne St. Clair,Minnesota United,MLS,Canada,71,71,66,56,70,76,GK,66,5,42,10,72,Left
373,4260,Zion Suzuki,Parma,Serie A Enilive,Japan,71,71,68,71,67,76,GK,68,6,53,18,65,Right
374,4260,Nathan Trott,F.C. København,3F Superliga,England,71,71,70,69,70,72,GK,70,12,52,15,62,Left
375,4260,Etienne Vaessen,FC Groningen,Eredivisie,Suriname,71,71,69,66,71,75,GK,69,11,50,16,62,Right
376,4260,Neto Volpi,Deportes Tolima,Sudamericana,Brazil,71,73,67,76,70,71,GK,67,13,57,32,68,Right
377,4260,Timon Weiner,Holstein Kiel,Bundesliga,Germany,71,74,67,66,70,72,GK,67,17,50,15,65,Right
378,4260,Freddie Woodman,Preston,EFL Championship,England,71,73,69,62,69,73,GK,69,16,47,20,70,Right
379,4260,Yan Junling,Shanghai Port FC,CSL,China PR,71,71,70,67,70,71,GK,70,14,50,21,67,Right
380,4260,Rubén Yáñez,R. Sporting,LALIGA HYPERMOTION,Spain,71,70,69,64,69,75,GK,69,13,48,25,69,Right
381,4260,Jacob Widell Zetterström,Derby County,EFL Championship,Sweden,71,78,70,67,67,75,GK,70,17,50,12,50,Right
382,4260,Jeroen Zoet,AZ,Eredivisie,Holland,71,70,73,74,71,70,GK,73,12,56,27,65,Right
383,5037,Washington Aguerre,Peñarol,Libertadores,Uruguay,70,68,70,67,69,69,GK,70,17,50,23,70,Right
384,5037,Gökhan Akkan,Çaykur Rizespor,Trendyol Süper Lig,Turkey,70,70,66,66,70,74,GK,66,15,50,21,63,Right
385,5037,Doğan Alemdar,Stade Rennais FC,Ligue 1 McDonald's,Turkey,70,70,69,69,71,69,GK,69,7,52,10,66,Right
386,5037,Volkan Babacan,Başakşehir,Trendyol Süper Lig,Turkey,70,70,68,67,76,67,GK,68,15,50,12,60,Right
387,5037,Daniel Bachmann,Watford,EFL Championship,Austria,70,71,68,62,67,72,GK,68,17,47,31,68,Right
388,5037,Alain Baroja,Always Ready,Sudamericana,Venezuela,70,71,67,60,66,74,GK,67,13,45,25,71,Right
389,5037,Gabriel Batista,Santa Clara,Liga Portugal,Brazil,70,69,67,78,70,71,GK,67,10,59,46,66,Right
390,5037,Bilal Bayazıt,Kayserispor,Trendyol Süper Lig,Turkey,70,69,65,62,70,73,GK,65,9,47,15,66,Right
391,5037,Marcus Bettinelli,Chelsea,Premier League,England,70,70,70,69,70,71,GK,70,12,52,17,62,Right
392,5037,Mattijs Branderhorst,Fortuna Sittard,Eredivisie,Holland,70,71,68,66,69,71,GK,68,15,50,23,69,Right
393,5037,Bruno Brígido,Estrela Amadora,Liga Portugal,Brazil,70,73,69,64,68,71,GK,69,13,48,17,63,Right
394,5037,Fabijan Buntić,Qarabağ FK,Liga Azerbaijan,Croatia,70,70,68,69,69,71,GK,68,15,52,13,62,Left
395,5037,Drake Callender,Inter Miami CF,MLS,United States,70,71,68,63,66,76,GK,68,5,47,11,64,Right
396,5037,Ángelo Campos,Alianza Lima,Libertadores,Peru,70,67,68,64,68,71,GK,68,15,48,20,74,Right
397,5037,Cantero,Burgos CF,LALIGA HYPERMOTION,Spain,70,70,70,69,70,71,GK,70,12,52,25,61,Left
398,5037,José Carvallo,UCV,Sudamericana,Peru,70,69,72,70,76,63,GK,72,10,53,13,65,Right
399,5037,Ezequiel Centurión,Ind. Rivadavia,Primera División,Argentina,70,72,66,65,70,69,GK,66,7,49,18,66,Right
400,5037,Fuzato,SD Eibar,LALIGA HYPERMOTION,Brazil,70,67,69,65,71,70,GK,69,17,49,21,66,Right
401,5037,Eder Chaux,Indep. Medellín,Sudamericana,Colombia,70,69,65,60,70,74,GK,65,12,45,24,65,Right
402,5037,Ignacio Chicco,Belgrano,Sudamericana,Argentina,70,68,71,62,71,70,GK,71,7,47,21,66,Right
403,5037,Steve Clark,Houston Dynamo,MLS,United States,70,70,67,64,72,71,GK,67,11,48,24,68,Right
404,5037,William Cuesta,Deportes Tolima,Sudamericana,Colombia,70,68,69,68,68,70,GK,69,16,51,34,68,Right
405,5037,Johan Dahlin,Malmö FF,Allsvenskan,Sweden,70,65,71,64,77,64,GK,71,10,48,13,68,Right
406,5037,José Devecchi,Banfield,Primera División,Argentina,70,70,66,58,70,72,GK,66,19,44,21,70,Right
407,5037,Raffaele Di Gennaro,Lombardia FC,Serie A Enilive,Italy,70,72,68,62,66,72,GK,68,15,47,24,69,Right
408,5037,Sokratis Dioudis,Gaziantep,Trendyol Süper Lig,Greece,70,71,69,68,69,71,GK,69,13,51,28,66,Right
409,5037,Álex Domínguez,Toulouse FC,Ligue 1 McDonald's,Spain,70,70,69,65,69,72,GK,69,7,49,13,67,Right
410,5037,İrfan Can Eğribayat,Fenerbahçe,Trendyol Süper Lig,Turkey,70,70,70,69,68,73,GK,70,6,52,18,63,Right
411,5037,Khalid Eissa,Al Ain FC,United Emirates League,United Arab Emirates,70,71,67,58,68,75,GK,67,9,44,19,67,Right
412,5037,Wuilker Faríñez,Caracas FC,Libertadores,Venezuela,70,70,66,64,69,75,GK,66,19,48,23,67,Right
413,5037,Raúl Fernández,CD Mirandés,LALIGA HYPERMOTION,Spain,70,68,70,67,69,70,GK,70,13,50,24,66,Right
414,5037,Joan Femenías,Real Zaragoza,LALIGA HYPERMOTION,Spain,70,70,66,56,67,74,GK,66,9,42,17,72,Right
415,5037,Kiril Fesiun,Shakhtar Donetsk,Ukrayina Liha,Ukraine,70,70,67,69,72,71,GK,67,8,52,14,58,Right
416,5037,Christian Früchtl,Lecce,Serie A Enilive,Germany,70,73,68,67,66,71,GK,68,11,50,13,62,Left
417,5037,Gastón Gómez,San Lorenzo,Libertadores,Argentina,70,70,65,71,71,72,GK,65,5,53,19,67,Right
418,5037,Dominik Greif,RCD Mallorca,LALIGA EA SPORTS,Slovakia,70,69,70,74,69,68,GK,70,9,56,14,66,Right
419,5037,Nikita Haikin,FK Bodø/Glimt,Eliteserien,Russia,70,71,67,70,68,72,GK,67,18,53,18,68,Right
420,5037,Jesper Hansen,AGF,3F Superliga,Denmark,70,70,68,67,69,69,GK,68,13,50,20,74,Right
421,5037,Sean Johnson,Toronto FC,MLS,United States,70,70,65,70,69,74,GK,65,12,53,16,69,Right
422,5037,Bingourou Kamara,Pau FC,Ligue 2 BKT,Senegal,70,72,69,63,70,70,GK,69,12,47,22,65,Right
423,5037,Elhan Kastrati,Cittadella,Serie BKT,Albania,70,70,69,69,72,73,GK,69,11,52,10,57,Right
424,5037,Marvin Keller,BSC Young Boys,CSSL,Switzerland,70,71,68,67,72,71,GK,68,7,50,11,62,Right
425,5037,Donovan Léon,AJ Auxerre,Ligue 1 McDonald's,France,70,70,67,66,69,72,GK,67,19,50,22,66,Right
426,5037,Andreas Linde,BK Häcken,Allsvenskan,Sweden,70,71,64,66,72,74,GK,64,13,50,23,62,Right
427,5037,Joe Lumley,Southampton,Premier League,England,70,71,66,74,68,72,GK,66,12,56,17,64,Right
428,5037,André Ferreira,R. Valladolid CF,LALIGA EA SPORTS,Portugal,70,70,66,66,70,72,GK,66,17,50,20,64,Right
429,5037,Anthony Mandréa,SM Caen,Ligue 2 BKT,Algeria,70,71,64,63,71,74,GK,64,17,47,23,63,Right
430,5037,Brice Maubleu,AS Saint-Étienne,Ligue 1 McDonald's,France,70,69,67,66,70,71,GK,67,13,50,26,67,Right
431,5037,Luis Mejía,Nacional,Libertadores,Panama,70,69,72,68,65,72,GK,72,14,51,18,65,Left
432,5037,Florin Niță,Damac FC,ROSHN Saudi League,Romania,70,69,70,65,73,72,GK,70,8,49,11,60,Right
433,5037,Ivor Pandur,Hull City,EFL Championship,Croatia,70,71,68,60,67,73,GK,68,6,45,14,70,Right
434,5037,Alex Paulsen,AFC Bournemouth,Premier League,New Zealand,70,68,65,70,64,73,GK,65,19,53,24,78,Right
435,5037,Bailey Peacock-Farrell,Birmingham City,EFL League One,Northern Ireland,70,70,70,71,69,71,GK,70,11,53,29,63,Left
436,5037,Matheo Raab,Hamburger SV,Bundesliga 2,Germany,70,70,69,67,70,70,GK,69,5,50,17,60,Right
437,5037,Boris Radunović,Bari,Serie BKT,Serbia,70,73,65,68,68,75,GK,65,19,51,22,63,Right
438,5037,Roberto Ramírez,Godoy Cruz,Primera División,Argentina,70,72,67,66,69,73,GK,67,16,50,20,62,Right
439,5037,Federico Ravaglia,Bologna,Serie A Enilive,Italy,70,72,67,67,69,75,GK,67,11,50,19,60,Right
440,5037,César Rigamonti,Palestino,Libertadores,Argentina,70,69,69,65,71,71,GK,69,14,49,20,67,Right
441,5037,Yoel,Racing de Ferrol,LALIGA HYPERMOTION,Spain,70,70,69,68,69,67,GK,69,14,51,25,72,Right
442,5037,Mamadou Samassa,Laval MFC,Ligue 2 BKT,Mali,70,68,69,67,69,69,GK,69,11,50,18,70,Right
443,5037,Adrián,Real Betis,LALIGA EA SPORTS,Spain,70,70,70,67,69,69,GK,70,16,50,44,69,Right
444,5037,Diego Sánchez,Coquimbo Unido,Sudamericana,Chile,70,70,69,69,66,70,GK,69,20,52,22,67,Right
445,5037,Daniel Schmidt,KAA Gent,1A Pro League,Japan,70,70,69,69,66,72,GK,69,7,52,16,66,Right
446,5037,Patrick Schulte,Columbus Crew,MLS,United States,70,69,65,75,68,71,GK,65,5,56,16,68,Left
