,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
554,554,736,Robert Sánchez,79,79,77,75,80,58,79,53,65,12,12,56,12,12,17,60,13,13,52,53,13,20,45,33,78,43,62,15,15,20,17,15,73,37,75,32,GK,4,1,Right,"197cm / 6'6""",90kg / 198lb,,26,Spain,Premier League,Chelsea,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/robert-sanchez/228789,79.0,77.0,75.0,79.0,80.0
557,557,736,José Sá,79,80,75,70,81,52,78,52,53,17,15,53,18,17,11,50,18,21,48,42,12,17,62,40,77,19,45,18,14,14,19,15,72,34,75,35,GK,2,1,Right,"192cm / 6'4""",84kg / 185lb,,31,Portugal,Premier League,Wolves,"1v1 Close Down, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jose-sa/212442,80.0,75.0,70.0,78.0,81.0
575,575,736,Juan Musso,79,79,77,73,82,44,81,46,42,19,18,55,14,15,25,48,20,12,31,24,16,16,32,39,70,20,67,18,15,12,14,16,68,35,70,27,GK,3,1,Right,"191cm / 6'3""",93kg / 205lb,,30,Argentina,LALIGA EA SPORTS,Atlético de Madrid,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/juan-musso/214979,79.0,77.0,73.0,81.0,82.0
578,578,736,Jonas Omlin,79,79,77,76,82,52,75,52,51,15,17,57,18,15,27,48,24,16,45,35,21,27,32,51,74,31,55,25,24,20,21,24,74,35,72,22,GK,3,1,Right,"190cm / 6'3""",85kg / 187lb,,30,Switzerland,Bundesliga,M'gladbach,Far Reach,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonas-omlin/223550,79.0,77.0,76.0,75.0,82.0
580,580,736,Mattia Perin,79,79,79,71,81,57,79,57,56,12,11,53,17,19,21,44,11,13,33,31,15,19,53,30,74,23,65,19,12,20,12,19,63,30,52,25,GK,3,1,Right,"188cm / 6'2""",77kg / 170lb,,31,Italy,Serie A Enilive,Juventus,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mattia-perin/198009,79.0,79.0,71.0,79.0,81.0
582,582,736,Đorđe Petrović,79,79,78,73,81,41,77,40,43,11,11,55,11,11,13,50,11,12,47,50,12,20,45,34,79,45,62,15,13,20,15,17,67,37,73,27,GK,2,1,Right,"194cm / 6'4""",88kg / 194lb,,24,Serbia,Ligue 1 McDonald's,Strasbourg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/or-e-petrovic/269626,79.0,78.0,73.0,77.0,81.0
591,591,736,Frederik Rønnow,79,79,79,69,81,47,78,48,45,14,9,52,13,7,17,48,14,7,25,30,16,13,34,40,76,12,31,12,12,15,11,13,66,32,67,17,GK,2,1,Right,"188cm / 6'2""",81kg / 179lb,,32,Denmark,Bundesliga,Union Berlin,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/frederik-r-nnow/201269,79.0,79.0,69.0,78.0,81.0
592,592,736,Gerónimo Rulli,79,78,76,80,81,54,79,56,52,12,15,60,17,16,24,61,12,20,36,50,19,14,58,50,77,15,61,21,12,15,13,17,72,42,73,26,GK,3,1,Right,"189cm / 6'2""",84kg / 185lb,,32,Argentina,Ligue 1 McDonald's,OM,"Footwork, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/geronimo-rulli/215316,78.0,76.0,80.0,79.0,81.0
600,600,736,Łukasz Skorupski,79,79,76,68,83,51,78,51,51,13,11,51,15,17,22,32,19,19,35,26,12,18,48,38,76,23,58,17,10,18,12,12,63,31,58,33,GK,3,1,Right,"188cm / 6'2""",90kg / 198lb,,33,Poland,Serie A Enilive,Bologna,"Far Reach, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ukasz-skorupski/189908,79.0,76.0,68.0,78.0,83.0
604,604,736,Pietro Terracciano,79,80,77,73,83,41,79,40,42,12,11,55,11,16,22,42,13,12,27,21,12,15,41,45,70,22,63,16,15,20,11,19,63,33,60,19,GK,2,1,Right,"193cm / 6'4""",78kg / 172lb,,34,Italy,Serie A Enilive,Fiorentina,"1v1 Close Down, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pietro-terracciano/205812,80.0,77.0,73.0,79.0,83.0
652,652,970,Roman Bürki,78,82,75,60,82,46,73,44,50,10,8,45,14,13,20,57,15,12,37,24,13,12,49,52,75,23,64,18,17,15,13,16,72,40,78,35,GK,2,1,Right,"187cm / 6'2""",85kg / 187lb,,33,Switzerland,MLS,St. Louis CITY SC,"Far Reach, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/roman-burki/189117,82.0,75.0,60.0,73.0,82.0
664,664,970,Dénes Dibusz,78,77,72,74,82,27,77,29,24,13,15,56,17,16,19,47,14,19,23,22,14,16,21,21,74,20,65,19,18,12,15,18,48,19,36,20,GK,3,1,Right,"188cm / 6'2""",81kg / 179lb,,33,Hungary,Magyar Liga,Ferencvárosi TC,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/denes-dibusz/221610,77.0,72.0,74.0,77.0,82.0
667,667,970,Marko Dmitrović,78,76,77,78,78,37,79,39,35,9,20,59,17,20,58,45,30,18,40,40,20,8,32,37,75,10,59,17,20,19,22,20,71,45,79,20,GK,2,1,Left,"194cm / 6'4""",91kg / 201lb,,32,Serbia,LALIGA EA SPORTS,CD Leganés,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marko-dmitrovic/227290,76.0,77.0,78.0,79.0,78.0
677,677,970,Lucas Perri,78,81,73,80,81,35,75,32,39,12,11,60,13,15,19,54,19,20,38,33,22,18,37,27,71,14,44,25,13,10,18,14,69,38,83,35,GK,2,1,Right,"197cm / 6'6""",98kg / 216lb,,26,Brazil,Ligue 1 McDonald's,OL,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-perri/230670,81.0,73.0,80.0,75.0,81.0
694,694,970,Guaita,78,78,77,78,78,48,77,46,52,13,11,59,15,13,29,54,32,20,44,36,32,16,63,48,74,24,62,27,20,23,15,17,67,41,64,24,GK,3,1,Right,"190cm / 6'3""",80kg / 176lb,,37,Spain,LALIGA EA SPORTS,RC Celta,"Far Throw, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/guaita/189690,78.0,77.0,78.0,77.0,78.0
702,702,970,Sergio Herrera,78,78,77,75,78,47,76,45,50,13,16,56,14,16,32,37,20,21,24,21,21,15,45,45,77,27,53,12,14,15,17,18,66,42,67,25,GK,3,1,Right,"192cm / 6'4""",82kg / 181lb,,31,Spain,LALIGA EA SPORTS,CA Osasuna,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sergio-herrera/224003,78.0,77.0,75.0,76.0,78.0
712,712,970,Sam Johnstone,78,79,79,69,80,41,76,38,45,11,11,52,16,15,42,48,17,17,27,35,16,16,55,27,73,18,50,17,17,22,17,20,65,37,68,24,GK,3,1,Right,"193cm / 6'4""",85kg / 187lb,,31,England,Premier League,Wolves,Deflector,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sam-johnstone/206075,79.0,79.0,69.0,76.0,80.0
729,729,970,Steve Mandanda,78,75,77,74,79,49,77,53,43,11,13,56,7,13,11,59,14,12,60,36,13,19,52,36,77,27,62,23,13,13,15,13,66,31,61,37,GK,2,1,Right,"187cm / 6'2""",86kg / 190lb,,39,France,Ligue 1 McDonald's,Stade Rennais FC,"Far Reach, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/steve-mandanda/163705,75.0,77.0,74.0,77.0,79.0
736,736,970,Simon Mignolet,78,77,75,73,80,51,81,50,52,14,11,55,16,16,41,63,11,12,50,60,16,14,34,52,73,26,61,21,16,7,14,16,71,31,72,34,GK,3,1,Right,"193cm / 6'4""",87kg / 192lb,,36,Belgium,1A Pro League,Club Brugge,"Cross Claimer, Footwork, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/simon-mignolet/173426,77.0,75.0,73.0,81.0,80.0
739,739,970,Neto,78,80,72,73,82,53,76,55,50,11,15,55,20,12,22,43,11,13,37,42,12,18,58,48,78,23,60,15,14,17,14,15,68,40,62,40,GK,2,1,Right,"190cm / 6'3""",83kg / 183lb,,35,Brazil,Premier League,Arsenal,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/neto/194404,80.0,72.0,73.0,76.0,82.0
761,761,970,Predrag Rajković,78,77,76,74,81,25,79,30,18,4,9,56,10,8,20,42,13,10,31,42,14,8,32,29,73,18,32,10,13,11,10,10,61,26,66,25,GK,2,1,Right,"191cm / 6'3""",85kg / 187lb,,28,Serbia,ROSHN Saudi League,Al Ittihad,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/predrag-rajkovic/241727,77.0,76.0,74.0,79.0,81.0
766,766,970,Guillaume Restes,78,78,74,80,80,40,77,38,44,29,9,60,7,7,15,62,17,13,51,48,13,8,38,42,72,17,55,13,12,11,16,14,62,39,65,22,GK,3,1,Left,"188cm / 6'2""",82kg / 181lb,,19,France,Ligue 1 McDonald's,Toulouse FC,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/guillaume-restes/265526,78.0,74.0,80.0,77.0,80.0
771,771,970,Sergio Romero,78,79,75,70,81,46,77,47,44,11,14,53,11,17,16,56,11,13,44,47,12,12,55,44,74,42,62,21,12,14,11,15,69,31,73,33,GK,3,1,Right,"192cm / 6'4""",88kg / 194lb,,37,Argentina,Sudamericana,Boca Juniors,"Cross Claimer, Deflector, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sergio-romero/173373,79.0,75.0,70.0,77.0,81.0
773,773,970,Mathew Ryan,78,76,78,80,79,52,77,52,52,15,14,60,18,17,26,68,25,15,48,48,28,18,55,51,69,32,64,20,12,14,21,22,74,35,64,34,GK,4,1,Right,"182cm / 6'0""",82kg / 181lb,,32,Australia,Serie A Enilive,AS Roma,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mathew-ryan/199005,76.0,78.0,80.0,77.0,79.0
793,793,970,Anatoliy Trubin,78,72,76,77,82,45,84,49,38,6,9,58,8,6,18,64,11,13,37,32,13,13,36,45,70,29,50,9,12,9,11,11,67,33,69,28,GK,2,1,Right,"199cm / 6'6""",86kg / 190lb,,23,Ukraine,Liga Portugal,SL Benfica,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anatoliy-trubin/250753,72.0,76.0,77.0,84.0,82.0
810,810,1218,Agirrezabala,77,78,75,73,75,32,79,30,36,6,7,55,10,15,13,55,16,9,43,40,18,13,33,35,69,35,36,12,16,10,13,12,56,26,60,24,GK,3,1,Left,"187cm / 6'2""",80kg / 176lb,,23,Spain,LALIGA EA SPORTS,Athletic Club,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/agirrezabala/263880,78.0,75.0,73.0,79.0,75.0
814,814,1218,Luís Maximiano,77,77,75,72,79,55,72,55,55,6,5,54,15,8,13,59,10,9,45,40,9,16,58,33,78,21,56,9,8,21,15,13,68,23,70,12,GK,2,1,Right,"190cm / 6'3""",82kg / 181lb,,25,Portugal,LALIGA HYPERMOTION,UD Almería,Deflector,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luis-maximiano/244316,77.0,75.0,72.0,72.0,79.0
816,816,1218,Franco Armani,77,74,76,68,80,46,79,44,50,17,11,51,17,18,20,54,18,16,35,29,15,21,36,39,73,42,53,21,19,15,13,19,74,35,82,43,GK,2,1,Right,"189cm / 6'2""",88kg / 194lb,,37,Argentina,Libertadores,River Plate,"Cross Claimer, Deflector, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/franco-armani/214584,74.0,76.0,68.0,79.0,80.0
827,827,1218,Justin Bijlow,77,80,75,77,77,48,74,48,48,10,10,58,10,10,16,58,10,10,33,49,10,11,56,32,76,21,54,10,11,16,12,14,67,30,70,22,GK,2,1,Right,"188cm / 6'2""",76kg / 168lb,,26,Holland,Eredivisie,Feyenoord,"1v1 Close Down, Cross Claimer",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/justin-bijlow/232229,80.0,75.0,77.0,74.0,77.0
831,831,1218,Janis Blaswich,77,77,75,70,80,43,76,47,38,11,18,53,16,13,30,46,20,8,38,30,29,19,31,33,74,31,54,19,15,10,15,13,70,31,74,39,GK,3,1,Right,"193cm / 6'4""",89kg / 196lb,,33,Germany,Ö. Bundesliga,RB Salzburg,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/janis-blaswich/204092,77.0,75.0,70.0,76.0,80.0
835,835,1218,Jean Butez,77,76,76,78,78,49,77,52,44,20,17,59,11,17,21,70,14,14,48,66,13,30,37,54,73,31,42,17,20,13,12,13,68,42,62,21,GK,4,1,Right,"189cm / 6'2""",75kg / 165lb,,29,France,1A Pro League,Royal Antwerp FC,"Cross Claimer, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jean-butez/225149,76.0,76.0,78.0,77.0,78.0
836,836,1218,Jack Butland,77,78,75,74,77,52,76,53,50,13,16,56,13,12,43,53,11,14,50,53,12,21,49,48,70,36,60,20,12,15,13,11,71,29,75,39,GK,4,1,Right,"196cm / 6'5""",95kg / 209lb,,31,England,Scottish Prem,Rangers,"1v1 Close Down, Deflector",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jack-butland/203042,78.0,75.0,74.0,76.0,77.0
838,838,1218,Uğurcan Çakır,77,78,76,74,73,54,80,53,56,14,13,56,19,20,23,60,15,20,32,27,18,14,49,58,73,24,60,25,14,17,18,16,68,40,67,34,GK,3,1,Right,"191cm / 6'3""",82kg / 181lb,,28,Turkey,Trendyol Süper Lig,Trabzonspor,"Far Throw, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ugurcan-cak-r/226300,78.0,76.0,74.0,80.0,73.0
854,854,1218,Jasper Cillessen,77,76,76,73,76,54,77,56,50,11,10,55,15,19,21,60,17,10,50,35,10,12,48,50,77,32,61,25,12,18,12,11,69,40,67,25,GK,3,1,Right,"185cm / 6'1""",83kg / 183lb,,35,Holland,LALIGA EA SPORTS,UD Las Palmas,Deflector,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jasper-cillessen/199987,76.0,76.0,73.0,77.0,76.0
872,872,1218,Yehvann Diouf,77,77,75,73,78,45,75,45,44,6,8,55,8,7,11,41,13,13,35,30,12,13,35,38,74,21,46,15,14,13,11,16,64,44,62,26,GK,3,1,Right,"184cm / 6'0""",74kg / 163lb,,24,France,Ligue 1 McDonald's,Stade de Reims,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yehvann-diouf/235633,77.0,75.0,73.0,75.0,78.0
883,883,1218,Łukasz Fabiański,77,77,78,68,76,49,77,50,47,15,13,51,20,17,22,57,14,12,32,50,18,14,53,44,73,22,63,16,11,14,12,13,66,25,65,43,GK,2,1,Right,"190cm / 6'3""",83kg / 183lb,,39,Poland,Premier League,West Ham,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ukasz-fabianski/164835,77.0,78.0,68.0,77.0,76.0
886,886,1218,Aitor,77,77,74,68,80,56,76,58,53,15,12,51,12,15,24,50,30,14,38,35,34,22,55,48,76,14,55,24,20,14,13,12,65,42,52,15,GK,2,1,Right,"182cm / 6'0""",78kg / 172lb,,33,Spain,LALIGA EA SPORTS,CA Osasuna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aitor/193314,77.0,74.0,68.0,76.0,80.0
898,898,1218,Marcelo Grohe,77,75,75,66,83,39,76,43,32,13,12,50,13,10,24,55,10,13,35,22,18,11,40,34,75,23,69,27,14,14,10,17,64,28,65,40,GK,2,1,Right,"188cm / 6'2""",80kg / 176lb,,37,Brazil,ROSHN Saudi League,Al Kholood,Far Reach,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcelo-grohe/167959,75.0,75.0,66.0,76.0,83.0
899,899,1218,Mert Günok,77,74,76,75,77,56,78,55,57,15,15,56,15,16,16,55,15,16,40,47,16,15,53,50,74,25,56,25,14,22,13,12,69,39,68,31,GK,3,1,Right,"196cm / 6'5""",92kg / 203lb,,35,Turkey,Trendyol Süper Lig,Beşiktaş,"Cross Claimer, Far Throw, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mert-gunok/190113,74.0,76.0,75.0,78.0,77.0
914,914,1218,Filip Jörgensen,77,75,76,77,77,41,78,41,41,7,5,58,15,20,10,36,16,17,38,36,14,8,53,39,72,16,27,9,11,7,19,9,62,35,62,20,GK,2,1,Right,"190cm / 6'3""",84kg / 185lb,,22,Denmark,Premier League,Chelsea,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/filip-jorgensen/258485,75.0,76.0,77.0,78.0,77.0
918,918,1218,Caoimhin Kelleher,77,76,74,77,78,43,76,45,39,4,6,58,8,9,30,53,13,11,48,50,12,25,44,48,74,37,65,12,13,18,10,14,66,19,70,21,GK,4,1,Right,"188cm / 6'2""",81kg / 179lb,,25,Republic of Ireland,Premier League,Liverpool,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/caoimhin-kelleher/240913,76.0,74.0,77.0,76.0,78.0
925,925,1218,Benjamin Lecomte,77,76,75,77,76,41,75,41,40,10,11,58,10,10,20,44,13,19,30,33,20,11,36,30,75,23,61,24,10,17,11,12,63,34,68,23,GK,3,1,Left,"186cm / 6'1""",78kg / 172lb,,33,France,Ligue 1 McDonald's,Montpellier,"Far Throw, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/benjamin-lecomte/200726,76.0,75.0,77.0,75.0,76.0
939,939,1218,Radosław Majecki,77,77,74,71,78,31,75,29,34,11,19,53,16,19,13,41,12,13,29,15,10,27,39,29,74,28,43,23,12,8,24,25,58,23,61,41,GK,3,1,Right,"193cm / 6'4""",78kg / 172lb,,24,Poland,Ligue 1 McDonald's,AS Monaco,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rados-aw-majecki/235413,77.0,74.0,71.0,75.0,78.0
947,947,1218,Vanja Milinković-Savić,77,81,76,84,77,43,77,41,45,12,20,63,45,16,24,58,18,59,31,30,55,15,38,38,63,18,65,21,12,11,15,19,67,33,73,34,GK,3,1,Right,"202cm / 6'8""",99kg / 218lb,,27,Serbia,Serie A Enilive,Torino,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vanja-milinkovic-savic/224836,81.0,76.0,84.0,77.0,77.0
955,955,1218,Lorenzo Montipò,77,75,73,69,83,42,75,40,45,15,20,52,14,18,29,40,15,15,21,23,17,19,46,49,74,20,38,18,17,10,19,11,60,35,55,31,GK,3,1,Right,"191cm / 6'3""",82kg / 181lb,,28,Italy,Serie A Enilive,Hellas Verona,"Far Reach, Footwork, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lorenzo-montipo/215363,75.0,73.0,69.0,75.0,83.0
962,962,1218,Yvon Mvogo,77,78,77,74,77,42,76,43,41,13,10,56,14,19,20,52,13,20,24,22,14,18,58,57,71,27,30,13,24,28,18,12,71,28,74,37,GK,3,1,Right,"189cm / 6'2""",93kg / 205lb,,30,Switzerland,Ligue 2 BKT,FC Lorient,Far Reach,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yvon-mvogo/206003,78.0,77.0,74.0,76.0,77.0
973,973,1218,David Ospina,77,77,74,78,80,53,80,55,50,16,10,59,12,12,26,50,11,13,40,45,10,12,59,60,65,32,57,25,15,11,13,12,61,19,49,20,GK,3,1,Right,"183cm / 6'0""",80kg / 176lb,,36,Colombia,Liga Colombia,Atl. Nacional,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-ospina/176550,77.0,74.0,78.0,80.0,80.0
992,992,1218,Matvey Safonov,77,78,74,75,80,44,77,46,42,8,8,56,7,7,12,58,13,11,39,26,15,15,55,34,68,26,59,15,13,20,14,12,65,34,65,29,GK,2,1,Right,"192cm / 6'4""",82kg / 181lb,,25,Russia,Ligue 1 McDonald's,Paris SG,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matvey-safonov/240225,78.0,74.0,75.0,77.0,80.0
1000,1000,1218,Marvin Schwäbe,77,77,74,75,81,47,74,49,43,12,15,56,17,15,28,66,21,9,53,49,20,20,45,46,71,41,61,17,15,21,16,17,68,36,70,28,GK,3,1,Right,"190cm / 6'3""",86kg / 190lb,,29,Germany,Bundesliga 2,1. FC Köln,"Far Throw, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marvin-schwabe/224041,77.0,74.0,75.0,74.0,81.0
1002,1002,1218,Matz Sels,77,76,76,79,77,36,77,37,35,18,16,59,18,19,22,49,16,17,48,53,17,19,36,34,75,33,62,17,14,14,15,14,63,26,67,29,GK,2,1,Right,"188cm / 6'2""",75kg / 165lb,,32,Belgium,Premier League,Nott'm Forest,Far Reach,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matz-sels/199641,76.0,76.0,79.0,77.0,77.0
1010,1010,1218,Marco Sportiello,77,76,74,75,77,44,80,48,38,18,18,56,17,12,21,58,13,21,55,52,30,19,55,58,70,22,65,29,18,26,17,13,67,37,66,23,GK,2,1,Right,"192cm / 6'4""",87kg / 192lb,,32,Italy,Serie A Enilive,Milano FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marco-sportiello/216065,76.0,74.0,75.0,80.0,77.0
1053,1053,1525,Gabriel Arias,76,76,72,72,76,45,75,45,44,17,18,54,16,14,26,50,15,20,38,42,30,25,46,57,74,40,45,13,22,27,21,24,68,35,67,33,GK,3,1,Right,"189cm / 6'2""",85kg / 187lb,,37,Chile,Sudamericana,Racing Club,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabriel-arias/223249,76.0,72.0,72.0,75.0,76.0
1067,1067,1525,Augusto Batalla,76,77,73,74,78,43,74,43,42,17,14,56,15,13,23,51,17,17,25,22,13,13,37,43,73,18,34,23,16,18,18,17,68,31,72,26,GK,3,1,Right,"185cm / 6'1""",87kg / 192lb,,28,Argentina,LALIGA EA SPORTS,Rayo Vallecano,"Cross Claimer, Far Throw, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/augusto-batalla/227186,77.0,73.0,74.0,74.0,78.0
1070,1070,1525,Altay Bayındır,76,78,73,72,79,30,76,30,31,14,10,54,11,15,16,55,11,14,40,45,10,10,51,24,69,16,60,14,14,14,13,10,61,31,68,29,GK,2,1,Right,"198cm / 6'6""",88kg / 194lb,,26,Turkey,Premier League,Man Utd,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/altay-bay-nd-r/243647,78.0,73.0,72.0,76.0,79.0
1085,1085,1525,Georgiy Bushchan,76,77,68,81,79,30,75,28,32,10,5,61,8,7,13,54,12,11,48,50,13,14,35,29,77,15,49,13,10,14,10,11,62,26,73,24,GK,3,1,Right,"196cm / 6'5""",84kg / 185lb,,30,Ukraine,Ukrayina Liha,Dynamo Kyiv,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/georgiy-bushchan/244385,77.0,68.0,81.0,75.0,79.0
1114,1114,1525,Rui Patrício,76,78,76,77,75,55,74,53,57,13,12,58,11,16,32,64,12,16,34,32,10,20,61,54,70,25,66,23,11,14,13,11,72,45,77,37,GK,2,1,Left,"190cm / 6'3""",84kg / 185lb,,36,Portugal,Serie A Enilive,Bergamo Calcio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rui-patricio/178005,78.0,76.0,77.0,74.0,75.0
1116,1116,1525,Martin Dúbravka,76,76,74,78,78,38,75,36,42,12,10,59,17,11,20,58,12,13,48,59,15,19,47,60,70,33,59,25,12,19,15,14,60,38,60,28,GK,2,1,Right,"190cm / 6'3""",80kg / 176lb,,35,Slovakia,Premier League,Newcastle Utd,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martin-dubravka/220407,76.0,74.0,78.0,75.0,78.0
1136,1136,1525,Joan García,76,76,75,70,76,45,74,46,44,6,6,53,9,7,18,50,13,12,45,40,12,15,46,42,74,25,50,13,12,7,13,14,62,35,59,30,GK,3,1,Right,"192cm / 6'4""",77kg / 170lb,,23,Spain,LALIGA EA SPORTS,RCD Espanyol,"Cross Claimer, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joan-garcia/259532,76.0,75.0,70.0,74.0,76.0
1143,1143,1525,Pierluigi Gollini,76,76,74,73,78,47,76,46,48,12,14,55,17,18,21,32,17,15,31,25,13,18,56,52,72,24,63,18,19,20,12,19,68,40,68,19,GK,2,1,Right,"194cm / 6'4""",94kg / 207lb,,29,Italy,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pierluigi-gollini/211515,76.0,74.0,73.0,76.0,78.0
1159,1159,1525,Mads Hermansen,76,76,74,78,79,50,75,49,51,12,9,59,13,9,15,46,13,14,62,60,12,24,47,42,67,40,41,16,11,15,10,13,64,44,61,20,GK,2,1,Right,"185cm / 6'1""",81kg / 179lb,,24,Denmark,Premier League,Leicester City,"Deflector, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mads-hermansen/246158,76.0,74.0,78.0,75.0,79.0
1161,1161,1525,Guido Herrera,76,76,74,72,76,59,75,61,55,12,17,54,12,18,28,52,17,21,29,18,12,20,53,57,71,20,57,28,20,24,15,17,73,45,67,31,GK,2,1,Left,"187cm / 6'2""",67kg / 148lb,,32,Argentina,Libertadores,Talleres,"Cross Claimer, Deflector",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/guido-herrera/215251,76.0,74.0,72.0,75.0,76.0
1171,1171,1525,Peter Vindahl Jensen,76,77,70,79,78,36,74,40,30,16,15,59,15,15,17,53,15,15,44,40,20,20,42,45,75,36,56,22,20,22,18,18,65,35,65,35,GK,3,1,Right,"196cm / 6'5""",78kg / 172lb,,26,Denmark,Česká Liga,Sparta Praha,1v1 Close Down,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/peter-vindahl-jensen/231237,77.0,70.0,79.0,74.0,78.0
1184,1184,1525,Dominik Kotarski,76,78,72,76,79,39,73,38,41,11,6,57,9,8,15,63,12,12,47,42,17,15,55,53,73,39,50,22,11,15,14,10,59,31,59,38,GK,2,1,Right,"189cm / 6'2""",80kg / 176lb,,24,Croatia,Hellas Liga,PAOK FC,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dominik-kotarski/246267,78.0,72.0,76.0,73.0,79.0
1186,1186,1525,Matěj Kovář,76,74,77,78,76,30,78,26,37,7,9,59,6,10,15,57,15,11,43,50,27,22,31,22,68,35,61,18,11,12,14,10,54,28,55,28,GK,4,1,Right,"196cm / 6'5""",89kg / 196lb,,24,Czech Republic,Bundesliga,Leverkusen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matej-kovar/242948,74.0,77.0,78.0,78.0,76.0
