Index,Rank,Name,Team,League,Nation,OVR,SHO,Finishing,Shot Power,Penalties,Reactions,Position,Preferred foot
266,222,Marcos Acuña,River Plate,Libertadores,Argentina,83,74,66,83,76,84,LB,Left
267,222,Domenico Berardi,Sassuolo,Serie BKT,Italy,83,81,83,80,76,84,RW,Left
268,222,Dušan Tadić,Fenerbahçe,Trendyol Süper Lig,Serbia,83,79,80,77,76,82,LM,Left
269,458,Wilfried Zaha,OL,Ligue 1 McDonald's,Côte d'Ivoire,81,78,80,83,76,76,LM,Right
270,577,Axel Witsel,Atlético de Madrid,LALIGA EA SPORTS,Belgium,80,63,62,64,76,82,CB,Right
271,736,Cristiano Biraghi,Fiorentina,Serie A Enilive,Italy,79,69,58,82,76,79,LB,Left
272,736,Matheus Cunha,Wolves,Premier League,Brazil,79,78,78,82,76,79,ST,Right
273,736,Emil Forsberg,Red Bulls,MLS,Sweden,79,72,73,71,76,78,CAM,Right
274,736,Jean-Philippe Mateta,Crystal Palace,Premier League,France,79,78,83,82,76,76,ST,Right
275,970,Mergim Berisha,TSG Hoffenheim,Bundesliga,Germany,78,79,80,83,76,78,ST,Right
276,970,Przemysław Frankowski,RC Lens,Ligue 1 McDonald's,Poland,78,72,71,73,76,78,RB,Right
277,970,Giacomo Raspadori,SSC Napoli,Serie A Enilive,Italy,78,77,80,73,76,76,CAM,Right
278,1218,Jonathan Bamba,RC Celta,LALIGA EA SPORTS,Côte d'Ivoire,77,73,70,79,76,75,LM,Right
279,1218,Ladislav Krejčí,Girona FC,LALIGA EA SPORTS,Czech Republic,77,67,62,76,76,72,CB,Left
280,1218,Georges-Kévin Nkoudou,Damac FC,ROSHN Saudi League,Cameroon,77,76,77,67,76,70,LM,Right
281,1525,Hugo Cuypers,Chicago Fire FC,MLS,Belgium,76,76,78,80,76,78,ST,Right
282,1525,Morales,Levante UD,LALIGA HYPERMOTION,Spain,76,80,81,81,76,77,ST,Right
283,1525,Dani Rodríguez,RCD Mallorca,LALIGA EA SPORTS,Spain,76,74,77,72,76,75,LM,Right
284,1888,Cédric Bakambu,Real Betis,LALIGA EA SPORTS,Congo DR,75,74,75,76,76,73,ST,Right
285,1888,Odsonne Edouard,Leicester City,Premier League,France,75,75,78,76,76,70,ST,Right
286,1888,Cristian Guanca,Al Shabab,ROSHN Saudi League,Argentina,75,78,77,81,76,72,CAM,Left
287,1888,Manuel Lanzini,River Plate,Libertadores,Argentina,75,71,67,76,76,70,CAM,Right
288,1888,Răzvan Marin,Cagliari,Serie A Enilive,Romania,75,74,68,82,76,75,CM,Right
289,2318,Gabriel Ávalos,Independiente,Primera División,Paraguay,74,74,76,80,76,69,ST,Right
290,2318,Mateusz Klich,D.C. United,MLS,Poland,74,70,71,67,76,72,CM,Right
291,2318,Joni Montiel,Rayo Vallecano,LALIGA EA SPORTS,Spain,74,76,76,82,76,69,CAM,Left
292,2318,Cenk Tosun,Fenerbahçe,Trendyol Süper Lig,Turkey,74,75,74,77,76,75,ST,Right
293,2318,Ayase Ueda,Feyenoord,Eredivisie,Japan,74,75,78,73,76,76,ST,Right
294,2882,Alex Arce,LDU Quito,Libertadores,Paraguay,73,77,79,76,76,61,ST,Right
295,2882,Guido Carrillo,Estudiantes,Libertadores,Argentina,73,75,75,76,76,72,ST,Right
296,2882,Faouzi Ghoulam,Hatayspor,Trendyol Süper Lig,Algeria,73,65,54,81,76,69,LB,Left
297,2882,Derlis González,Olimpia,Sudamericana,Paraguay,73,75,77,73,76,73,ST,Right
298,2882,Mata,UD Las Palmas,LALIGA EA SPORTS,Spain,73,72,70,79,76,78,ST,Right
299,2882,Melero,UD Almería,LALIGA HYPERMOTION,Spain,73,71,69,75,76,71,CM,Right
300,3521,Hernán Barcos,Alianza Lima,Libertadores,Argentina,72,74,77,76,76,65,ST,Right
301,3521,Yago Cariello,Ulsan Hyundai,K League 1,Brazil,72,74,77,75,76,71,ST,Left
302,3521,Jonas Martin,Stade Brestois 29,Ligue 1 McDonald's,France,72,64,57,69,76,74,CDM,Right
303,3521,Lasse Schøne,N.E.C. Nijmegen,Eredivisie,Denmark,72,72,67,77,76,65,CM,Right
304,4260,Ashley Barnes,Norwich,EFL Championship,England,71,72,73,75,76,77,ST,Right
305,4260,Yassine Benzia,Qarabağ FK,Liga Azerbaijan,Algeria,71,69,68,71,76,69,CAM,Right
306,4260,Wylan Cyprien,Parma,Serie A Enilive,France,71,69,65,75,76,66,CDM,Right
307,4260,Pietro Iemmello,Catanzaro,Serie BKT,Italy,71,70,75,69,76,66,ST,Right
308,4260,Alexander Jeremejeff,Panathinaikos,Hellas Liga,Sweden,71,70,77,66,76,69,ST,Right
309,4260,Jay O'Shea,Brisbane Roar,A-League,Republic of Ireland,71,66,63,68,76,68,CM,Right
310,4260,Jonatan Torres,Lanús,Sudamericana,Argentina,71,71,75,75,76,70,ST,Right
311,5037,Samuel Galindo,Nacional Potosí,Sudamericana,Bolivia,70,68,68,70,76,65,CM,Left
312,5037,Christian Gytkjær,Venezia,Serie A Enilive,Denmark,70,73,73,77,76,73,ST,Right
313,5037,Gastón Lezcano,Cobresal,Libertadores,Argentina,70,71,76,71,76,63,ST,Right
314,5902,Marko Jevtović,Konyaspor,Trendyol Süper Lig,Serbia,69,62,53,74,76,67,CDM,Right
315,6884,Salvatore Burrai,Mantova,Serie BKT,Italy,68,62,56,71,76,65,CDM,Right
316,7937,Cristian Dájome,D.C. United,MLS,Colombia,67,61,62,67,76,62,LM,Right
317,7937,Sebastián Sáez,Huachipato,Libertadores,Argentina,67,68,72,67,76,59,ST,Right
318,9009,Simy,Salernitana,Serie BKT,Nigeria,66,69,69,70,76,72,ST,Right
319,11203,Lyle Taylor,Colchester,EFL League Two,Montserrat,64,64,65,65,76,64,ST,Right
320,25,Lionel Messi,Inter Miami CF,MLS,Argentina,88,85,85,83,75,85,RW,Left
321,45,Victor Osimhen,SSC Napoli,Serie A Enilive,Nigeria,87,84,88,86,75,89,ST,Right
322,50,Theo Hernández,Milano FC,Serie A Enilive,France,87,76,71,86,75,85,LB,Left
323,60,Heung Min Son,Spurs,Premier League,Korea Republic,87,89,90,89,75,90,ST,Right
324,83,Ousmane Dembélé,Paris SG,Ligue 1 McDonald's,France,86,75,72,83,75,82,RW,Left
325,101,Loïs Openda,RB Leipzig,Bundesliga,Belgium,85,84,87,85,75,84,ST,Right
326,149,Sadio Mané,Al Nassr,ROSHN Saudi League,Senegal,84,81,82,85,75,85,LM,Right
327,149,Christopher Nkunku,Chelsea,Premier League,France,84,81,84,80,75,81,CAM,Right
328,222,Morata,Milano FC,Serie A Enilive,Spain,83,81,82,83,75,84,ST,Right
329,222,Leandro Trossard,Arsenal,Premier League,Belgium,83,81,83,81,75,80,LW,Right
330,222,Duván Zapata,Torino,Serie A Enilive,Colombia,83,82,85,88,75,78,ST,Right
331,322,Victor Boniface,Leverkusen,Bundesliga,Nigeria,82,83,82,91,75,78,ST,Right
332,322,Lucas Paquetá,West Ham,Premier League,Brazil,82,77,78,77,75,81,LM,Left
333,322,Gabriel Jesus,Arsenal,Premier League,Brazil,82,80,80,83,75,88,ST,Right
334,322,Anderson Talisca,Al Nassr,ROSHN Saudi League,Brazil,82,84,85,87,75,82,RM,Left
335,458,Youri Tielemans,Aston Villa,Premier League,Belgium,81,79,77,85,75,80,CM,Right
336,736,Morgan Gibbs-White,Nott'm Forest,Premier League,England,79,74,75,74,75,78,CAM,Right
337,736,Erik Lamela,AEK Athens,Hellas Liga,Argentina,79,77,74,81,75,78,RW,Left
338,970,Michail Antonio,West Ham,Premier League,Jamaica,78,74,75,78,75,81,ST,Right
339,970,Saïd Benrahma,OL,Ligue 1 McDonald's,Algeria,78,75,72,85,75,75,LW,Right
340,970,Andreas Pereira,Fulham,Premier League,Brazil,78,77,74,84,75,77,CAM,Right
341,970,Arthur Cabral,SL Benfica,Liga Portugal,Brazil,78,78,81,78,75,76,ST,Right
342,1218,Gianluca Caprari,Monza,Serie A Enilive,Italy,77,74,72,75,75,75,CAM,Right
343,1218,Arnaut Danjuma,Girona FC,LALIGA EA SPORTS,Holland,77,75,75,76,75,83,ST,Right
344,1218,Vincent Janssen,Royal Antwerp FC,1A Pro League,Holland,77,76,77,82,75,81,ST,Left
345,1218,Darwin Machís,R. Valladolid CF,LALIGA EA SPORTS,Venezuela,77,76,75,82,75,70,LM,Right
346,1218,Luis Milla,Getafe CF,LALIGA EA SPORTS,Spain,77,72,70,76,75,79,CM,Right
347,1218,Rafa Mir,Valencia CF,LALIGA EA SPORTS,Spain,77,77,76,82,75,74,ST,Right
348,1218,Orbelín Pineda,AEK Athens,Hellas Liga,Mexico,77,74,74,76,75,78,CAM,Right
349,1218,Puado,RCD Espanyol,LALIGA EA SPORTS,Spain,77,76,79,75,75,76,LM,Right
350,1218,Giovanni Simeone,SSC Napoli,Serie A Enilive,Argentina,77,79,79,83,75,77,ST,Right
351,1525,Kenny Lala,Stade Brestois 29,Ligue 1 McDonald's,France,76,62,59,73,75,71,RB,Right
352,1525,Marcos Rojo,Boca Juniors,Sudamericana,Argentina,76,60,50,79,75,70,CB,Left
353,1525,Michael Santos,Vélez Sarsfield,Primera División,Uruguay,76,77,79,76,75,70,ST,Right
354,1888,Nordin Amrabat,AEK Athens,Hellas Liga,Morocco,75,68,66,73,75,73,RM,Right
355,1888,Lucas Beltrán,Fiorentina,Serie A Enilive,Argentina,75,76,80,74,75,75,ST,Right
356,1888,Santiago Colombatto,R. Oviedo,LALIGA HYPERMOTION,Argentina,75,70,67,76,75,71,CDM,Left
357,1888,Stanislav Iljutcenko,FC Seoul,K League 1,Russia,75,77,79,79,75,69,ST,Right
358,2318,Patson Daka,Leicester City,Premier League,Zambia,74,73,73,75,75,77,ST,Right
359,2318,Pablo De Blasis,Gimnasia,Primera División,Argentina,74,69,69,71,75,74,CM,Right
360,2318,Damián Díaz,Banfield,Primera División,Ecuador,74,71,74,71,75,63,CAM,Right
361,2318,Peque,Sevilla FC,LALIGA EA SPORTS,Spain,74,72,76,68,75,72,CAM,Right
362,2318,Nicolás Fernández,Belgrano,Sudamericana,Argentina,74,74,76,71,75,75,ST,Right
363,2318,Joo Min Kyu,Ulsan Hyundai,K League 1,Korea Republic,74,76,79,76,75,68,ST,Right
364,2318,Klauss,St. Louis CITY SC,MLS,Brazil,74,74,75,78,75,73,ST,Right
365,2318,Sam Lammers,FC Twente,Eredivisie,Holland,74,74,75,76,75,75,ST,Left
366,2318,Krzysztof Piątek,Başakşehir,Trendyol Süper Lig,Poland,74,75,78,76,75,75,ST,Right
367,2318,Cesinha,Daegu FC,K League 1,Brazil,74,75,74,77,75,69,ST,Right
368,2318,Gennaro Tutino,Sampdoria,Serie BKT,Italy,74,76,79,76,75,67,ST,Right
369,2318,Ricky van Wolfswinkel,FC Twente,Eredivisie,Holland,74,74,76,75,75,77,ST,Right
370,2882,Himad Abdelli,Angers SCO,Ligue 1 McDonald's,Algeria,73,68,66,73,75,73,CAM,Right
371,2882,Alexis Canelo,Independiente,Primera División,Argentina,73,74,74,75,75,65,LM,Right
372,2882,Carlos Fernández,Cádiz CF,LALIGA HYPERMOTION,Spain,73,75,76,77,75,72,ST,Left
373,2882,Adam Idah,Celtic,Scottish Prem,Republic of Ireland,73,72,73,74,75,73,ST,Right
374,2882,Ivi López,Raków,PKO BP Ekstraklasa,Spain,73,73,74,74,75,69,CAM,Right
375,2882,Alexandre Mendy,SM Caen,Ligue 2 BKT,Guinea-Bissau,73,73,77,76,75,68,ST,Right
376,2882,Stefan Mugoša,Incheon United,K League 1,Montenegro,73,75,77,74,75,66,ST,Right
377,2882,Oleksandr Pikhalyonok,Dynamo Kyiv,Ukrayina Liha,Ukraine,73,66,66,71,75,75,CM,Left
378,3521,Danijel Aleksić,Konyaspor,Trendyol Süper Lig,Serbia,72,76,74,81,75,68,CM,Left
379,3521,Mohamed Ali Ben Romdhane,Ferencvárosi TC,Magyar Liga,Tunisia,72,71,68,71,75,72,CAM,Right
380,3521,Óscar Cardozo,Libertad,Libertadores,Paraguay,72,78,78,80,75,63,ST,Left
381,3521,Matías Cóccaro,CF Montréal,MLS,Uruguay,72,72,74,74,75,70,ST,Right
382,3521,Valère Germain,Macarthur FC,A-League,France,72,72,73,73,75,74,ST,Right
383,3521,Kenny McLean,Norwich,EFL Championship,Scotland,72,69,66,78,75,73,CDM,Left
384,3521,Paul-José Mpoku,Incheon United,K League 1,Congo DR,72,71,67,75,75,74,CM,Right
385,3521,Carlos Palacios,Colo-Colo,Libertadores,Chile,72,66,66,72,75,60,LW,Right
386,3521,Adrián Ramos,América de Cali,Sudamericana,Colombia,72,72,70,80,75,70,ST,Right
387,3521,Andros Townsend,Luton Town,EFL Championship,England,72,73,69,81,75,72,CAM,Left
388,3521,Mattia Valoti,Monza,Serie A Enilive,Italy,72,69,68,68,75,68,CM,Right
389,4260,Javier Báez,Cerro Porteño,Libertadores,Paraguay,71,55,56,56,75,69,CB,Right
390,4260,Danovis Banguero,Millonarios,Libertadores,Colombia,71,59,52,71,75,65,LB,Left
391,4260,João Novais,Rio Ave FC,Liga Portugal,Portugal,71,74,70,82,75,71,CM,Right
392,4260,Marc Cardona,UD Las Palmas,LALIGA EA SPORTS,Spain,71,69,69,70,75,71,ST,Right
393,4260,Karlan Grant,West Brom,EFL Championship,England,71,71,71,74,75,70,LM,Right
394,4260,Dawid Kownacki,Düsseldorf,Bundesliga 2,Poland,71,72,73,77,75,68,ST,Right
395,4260,Grejohn Kyei,Standard Liège,1A Pro League,France,71,70,72,72,75,69,ST,Right
396,4260,Antonio Marchesano,FC Zürich,CSSL,Switzerland,71,74,76,72,75,73,ST,Right
397,4260,Curro Sánchez,Burgos CF,LALIGA HYPERMOTION,Spain,71,74,77,69,75,68,ST,Left
398,4260,Miguel Reisinho,Boavista FC,Liga Portugal,Portugal,71,67,65,74,75,69,CM,Right
399,4260,Iván Tapia,Barracas Central,Primera División,Argentina,71,68,68,68,75,66,CAM,Right
400,4260,David Turnbull,Cardiff City,EFL Championship,Scotland,71,71,67,74,75,66,CM,Right
401,5037,Geoffry Hairemans,KV Mechelen,1A Pro League,Belgium,70,73,70,77,75,71,RW,Left
402,5037,Will Keane,Preston,EFL Championship,Republic of Ireland,70,70,72,72,75,68,ST,Right
403,5037,Cris Martínez,Huachipato,Libertadores,Paraguay,70,70,68,73,75,67,LW,Left
404,5037,Kaly Sène,Lausanne-Sport,CSSL,Senegal,70,71,75,74,75,60,ST,Right
405,5902,Maurice Cova,Dep. Táchira,Libertadores,Venezuela,69,67,66,75,75,58,CM,Right
406,5902,Tomané,Farense,Liga Portugal,Portugal,69,72,69,81,75,66,ST,Right
407,5902,Matija Frigan,KVC Westerlo,1A Pro League,Croatia,69,68,69,69,75,67,ST,Left
408,5902,Dino Hotić,Lech Poznań,PKO BP Ekstraklasa,Bosnia and Herzegovina,69,68,64,72,75,67,CAM,Left
409,5902,Octavio Rivero,Barcelona SC,Libertadores,Uruguay,69,72,79,70,75,63,ST,Right
410,5902,Roque Santa Cruz,Libertad,Libertadores,Paraguay,69,74,78,76,75,59,ST,Right
411,5902,Jefferson Tavares,Wilstermann,Sudamericana,Brazil,69,73,73,75,75,69,ST,Right
412,5902,Henry Vaca,Bolívar,Libertadores,Bolivia,69,68,68,70,75,59,LW,Left
413,5902,Giacomo Vrioni,New England,MLS,Albania,69,69,70,71,75,66,ST,Left
414,5902,Jerry Yates,Derby County,EFL Championship,England,69,70,72,70,75,68,ST,Right
415,6884,Juanma García,Albacete BP,LALIGA HYPERMOTION,Spain,68,68,68,68,75,64,RM,Right
416,6884,Benjamin Kololli,FC Basel 1893,CSSL,Kosovo,68,67,66,71,75,63,LM,Right
417,6884,Pablo Magnín,Dep. Cuenca,Sudamericana,Argentina,68,70,70,76,75,67,ST,Right
418,6884,Jon Morcillo,Albacete BP,LALIGA HYPERMOTION,Spain,68,68,64,73,75,61,LM,Left
419,6884,Claudio Sepúlveda,Huachipato,Libertadores,Chile,68,58,50,72,75,66,CDM,Right
420,6884,Reto Ziegler,FC Sion,CSSL,Switzerland,68,63,55,74,75,68,CB,Left
421,7937,Nacho,Racing de Ferrol,LALIGA HYPERMOTION,Spain,67,70,69,69,75,60,LM,Right
422,7937,Billy Sharp,Doncaster,EFL League Two,England,67,69,70,71,75,69,ST,Right
423,9009,Antonio Casas,Córdoba CF,LALIGA HYPERMOTION,Spain,66,69,69,72,75,60,ST,Right
424,10108,Luka Majcen,Punjab FC,ISL,Slovenia,65,66,68,64,75,65,ST,Right
425,13135,Acerete,R. Sporting,LALIGA HYPERMOTION,Spain,62,66,70,60,75,55,ST,Right
426,5,Jude Bellingham,Real Madrid,LALIGA EA SPORTS,England,90,87,90,85,74,91,CAM,Right
427,18,Lautaro Martínez,Lombardia FC,Serie A Enilive,Argentina,89,88,93,87,74,92,ST,Right
428,101,James Maddison,Spurs,Premier League,England,85,81,80,83,74,80,CAM,Right
429,101,Ollie Watkins,Aston Villa,Premier League,England,85,83,86,84,74,85,ST,Right
430,222,Donyell Malen,Borussia Dortmund,Bundesliga,Holland,83,81,84,86,74,82,RM,Right
431,322,Isco,Real Betis,LALIGA EA SPORTS,Spain,82,74,74,72,74,78,CAM,Right
432,322,Jadon Sancho,Chelsea,Premier League,England,82,69,75,60,74,81,LM,Right
433,458,Riccardo Orsolini,Bologna,Serie A Enilive,Italy,81,80,78,83,74,76,RM,Left
434,577,Denis Bouanga,LAFC,MLS,Gabon,80,81,83,85,74,82,LW,Right
435,577,Eric Dier,FC Bayern München,Bundesliga,England,80,63,52,81,74,75,CB,Right
436,577,Nemanja Gudelj,Sevilla FC,LALIGA EA SPORTS,Serbia,80,73,62,89,74,79,CB,Right
437,577,Ferran Torres,FC Barcelona,LALIGA EA SPORTS,Spain,80,78,80,79,74,82,LW,Right
438,736,Romain Del Castillo,Stade Brestois 29,Ligue 1 McDonald's,France,79,76,74,78,74,72,RW,Left
439,736,Kaku,Al Ain FC,United Emirates League,Paraguay,79,72,73,70,74,74,CAM,Left
440,970,Andrea Belotti,Como,Serie A Enilive,Italy,78,77,79,80,74,79,ST,Right
441,970,Oscar,Shanghai Port FC,CSL,Brazil,78,76,74,77,74,72,CAM,Right
442,970,Ander Herrera,Athletic Club,LALIGA EA SPORTS,Spain,78,71,68,76,74,78,CM,Right
443,970,M'Bala Nzola,RC Lens,Ligue 1 McDonald's,Angola,78,74,79,78,74,78,ST,Left
444,970,Georginio Wijnaldum,Ettifaq FC,ROSHN Saudi League,Holland,78,72,70,73,74,77,CM,Right
445,1218,Vincent Aboubakar,Beşiktaş,Trendyol Süper Lig,Cameroon,77,79,81,82,74,72,ST,Right
446,1218,Evander,Portland Timbers,MLS,Brazil,77,73,72,77,74,74,CAM,Right
447,1218,Marvin Ducksch,SV Werder Bremen,Bundesliga,Germany,77,78,79,78,74,81,ST,Right
448,1218,Chiquinho,Olympiacos FC,Hellas Liga,Portugal,77,74,72,76,74,74,CM,Right
449,1525,Luka Ivanušec,Feyenoord,Eredivisie,Croatia,76,73,71,75,74,77,LW,Right
450,1525,Moussa Niakhaté,OL,Ligue 1 McDonald's,Senegal,76,42,37,49,74,74,CB,Left
451,1525,Igor Thiago,Brentford,Premier League,Brazil,76,75,78,85,74,72,ST,Right
452,1888,Houssem Aouar,Al Ittihad,ROSHN Saudi League,Algeria,75,68,66,69,74,75,CM,Right
453,1888,Claudio Aquino,Vélez Sarsfield,Primera División,Argentina,75,75,70,86,74,74,CAM,Right
454,1888,Marco Grüll,SV Werder Bremen,Bundesliga,Austria,75,73,73,75,74,65,LM,Right
455,1888,Aboubakary Koita,AEK Athens,Hellas Liga,Mauritania,75,77,72,88,74,70,LM,Right
456,1888,Milot Rashica,Beşiktaş,Trendyol Süper Lig,Kosovo,75,74,71,84,74,71,RM,Right
457,1888,Eduardo Salvio,Lanús,Sudamericana,Argentina,75,72,70,77,74,74,RW,Right
458,1888,Junior Sornoza,IDV,Libertadores,Ecuador,75,75,76,73,74,74,CAM,Right
459,2318,Facundo Farías,Inter Miami CF,MLS,Argentina,74,72,69,82,74,72,ST,Right
460,2318,Lucas Janson,Boca Juniors,Sudamericana,Argentina,74,70,72,65,74,66,LM,Right
461,2318,Luis Palma,Celtic,Scottish Prem,Honduras,74,74,70,80,74,67,LW,Right
462,2318,Aaron Ramsey,Cardiff City,EFL Championship,Wales,74,68,61,74,74,71,CM,Right
463,2318,Nicola Sansone,Lecce,Serie A Enilive,Italy,74,71,69,69,74,74,CAM,Right
464,2318,Ricardo Esgaio,Sporting CP,Liga Portugal,Portugal,74,66,65,69,74,71,RB,Right
465,2318,Karl Toko Ekambi,Ettifaq FC,ROSHN Saudi League,Cameroon,74,74,73,77,74,71,LW,Right
466,2882,Gustavo,Shanghai Port FC,CSL,Brazil,73,73,76,75,74,68,ST,Right
467,2882,Noë Dussenne,Lausanne-Sport,CSSL,Belgium,73,40,40,50,74,72,CB,Right
468,2882,Patricio Rodríguez,Bolívar,Libertadores,Argentina,73,68,71,65,74,65,LW,Right
469,2882,Michel Vlap,FC Twente,Eredivisie,Holland,73,69,66,72,74,72,LM,Right
470,3521,Rodrigo Contreras,Everton,Sudamericana,Argentina,72,73,76,77,74,67,ST,Left
471,3521,Corpas,SD Eibar,LALIGA HYPERMOTION,Spain,72,66,70,68,74,60,RM,Right
472,3521,Umut Nayir,Konyaspor,Trendyol Süper Lig,Turkey,72,70,73,74,74,71,ST,Right
473,3521,Albion Rrahmani,Sparta Praha,Česká Liga,Kosovo,72,73,76,71,74,68,ST,Right
474,3521,Diego Rubio,Austin FC,MLS,Chile,72,72,72,76,74,71,ST,Right
475,3521,Andraž Šporar,Panathinaikos,Hellas Liga,Slovenia,72,72,72,75,74,70,ST,Right
476,3521,Wu Lei,Shanghai Port FC,CSL,China PR,72,73,75,74,74,73,RM,Right
477,4260,Umut Bozok,Trabzonspor,Trendyol Süper Lig,Turkey,71,71,73,73,74,71,ST,Right
478,4260,Paulino,R. Oviedo,LALIGA HYPERMOTION,Spain,71,71,71,70,74,66,RM,Left
479,4260,Fernando Gaibor,Barcelona SC,Libertadores,Ecuador,71,67,62,74,74,70,CM,Right
480,4260,Jean-Philippe Krasso,Paris FC,Ligue 2 BKT,Côte d'Ivoire,71,71,74,71,74,67,ST,Left
481,4260,Jean-Pierre Nsame,Legia Warszawa,PKO BP Ekstraklasa,Cameroon,71,71,70,76,74,67,ST,Right
482,4260,Sydney van Hooijdonk,Cesena,Serie BKT,Holland,71,72,73,76,74,69,ST,Right
483,5037,Lewis Baker,Blackburn Rovers,EFL Championship,England,70,71,67,78,74,70,CM,Right
484,5037,Alisson Safira,Santa Clara,Liga Portugal,Brazil,70,72,72,78,74,72,ST,Right
485,5037,Rodrigo Pinho,Estrela Amadora,Liga Portugal,Brazil,70,75,76,80,74,67,ST,Left
486,5037,Joe Ralls,Cardiff City,EFL Championship,England,70,65,62,70,74,68,CM,Left
487,5037,Manu Vallejo,Racing de Ferrol,LALIGA HYPERMOTION,Spain,70,70,68,75,74,72,ST,Right
488,5902,Jonás Acevedo,Instituto,Primera División,Argentina,69,68,67,72,74,67,LM,Left
489,5902,Amine Bassi,Houston Dynamo,MLS,Morocco,69,69,71,70,74,64,CAM,Right
490,5902,Landry Dimata,Samsunspor,Trendyol Süper Lig,Belgium,69,68,68,74,74,67,ST,Right
491,5902,Lyndon Dykes,Birmingham City,EFL League One,Scotland,69,68,69,72,74,68,ST,Right
492,5902,Shuto Machino,Holstein Kiel,Bundesliga,Japan,69,67,70,66,74,68,ST,Right
493,5902,Marius Mouandilmadji,Samsunspor,Trendyol Süper Lig,Chad,69,72,73,73,74,64,ST,Right
494,5902,Michael Ortega,The Strongest,Libertadores,Colombia,69,65,64,68,74,64,CAM,Right
495,6884,Agustín Farías,Uni. Católica,Sudamericana,Argentina,68,61,54,77,74,64,CM,Right
496,6884,Andrei Ivan,Univ. Craiova,SUPERLIGA,Romania,68,69,68,71,74,60,ST,Right
497,6884,Sandro Kulenović,Dinamo Zagreb,Liga Hrvatska,Croatia,68,64,67,74,74,64,ST,Right
498,6884,Armando Sadiku,FC Goa,ISL,Albania,68,69,70,74,74,65,ST,Right
499,6884,Niklas Sandberg,Sarpsborg 08,Eliteserien,Norway,68,64,63,64,74,65,RM,Left
500,7937,Ahmet Arslan,Rot-Weiss Essen,3. Liga,Germany,67,68,70,65,74,67,CM,Right
501,7937,Ettore Gliozzi,Modena,Serie BKT,Italy,67,67,70,65,74,70,ST,Right
502,7937,Matt Godden,Charlton Ath,EFL League One,England,67,71,72,73,74,68,ST,Right
503,7937,Antonino La Gumina,Sampdoria,Serie BKT,Italy,67,67,69,70,74,66,ST,Right
504,7937,Matteo Ricci,Sampdoria,Serie BKT,Italy,67,66,59,75,74,63,CDM,Right
505,9009,João Pedro,UTA Arad,SUPERLIGA,Portugal,66,68,65,73,74,64,CM,Right
506,9009,Darío Poveda,Farense,Liga Portugal,Spain,66,66,67,65,74,65,ST,Right
507,9009,Ekain,R. Racing Club,LALIGA HYPERMOTION,Spain,66,64,62,66,74,67,ST,Right
508,10108,Jauregi,Racing de Ferrol,LALIGA HYPERMOTION,Spain,65,67,68,67,74,61,ST,Right
509,10108,Jorge Pascual,SD Eibar,LALIGA HYPERMOTION,Spain,65,65,68,61,74,70,ST,Left
510,10108,Damián Puebla,Instituto,Primera División,Argentina,65,72,78,72,74,64,CAM,Right
511,13135,José Menor,Burgos CF,LALIGA HYPERMOTION,Spain,62,66,71,62,74,61,ST,Right
512,66,Nicolò Barella,Lombardia FC,Serie A Enilive,Italy,87,78,76,80,73,90,CM,Right
513,101,Vitinha,Paris SG,Ligue 1 McDonald's,Portugal,85,77,77,76,73,85,CM,Right
514,101,Riyad Mahrez,Al Ahli,ROSHN Saudi League,Algeria,85,81,81,82,73,82,RM,Left
515,222,Youssef En-Nesyri,Fenerbahçe,Trendyol Süper Lig,Morocco,83,82,86,83,73,82,ST,Left
516,458,Pascal Groß,Borussia Dortmund,Bundesliga,Germany,81,77,77,80,73,85,CDM,Right
517,458,Dominic Solanke,Spurs,Premier League,England,81,81,84,82,73,82,ST,Right
518,736,Valentin Castellanos,Latium,Serie A Enilive,Argentina,79,79,82,79,73,79,ST,Right
519,736,Hany Mukhtar,Nashville SC,MLS,Germany,79,75,78,75,73,79,CAM,Right
520,736,Ayoze Pérez,Villarreal CF,LALIGA EA SPORTS,Spain,79,73,76,71,73,78,LM,Right
521,736,Martin Terrier,Leverkusen,Bundesliga,France,79,80,82,79,73,76,ST,Right
522,970,Ante Budimir,CA Osasuna,LALIGA EA SPORTS,Croatia,78,79,84,77,73,75,ST,Left
523,970,Jonas Wind,VfL Wolfsburg,Bundesliga,Denmark,78,79,82,80,73,82,ST,Right
524,1218,Vitaliy Buyalskyi,Dynamo Kyiv,Ukrayina Liha,Ukraine,77,71,71,69,73,80,CAM,Right
525,1218,Marcos Leonardo,SL Benfica,Liga Portugal,Brazil,77,77,83,78,73,80,ST,Right
526,1525,Hernani,Parma,Serie A Enilive,Brazil,76,70,63,78,73,73,CDM,Right
527,1525,Ryan Christie,AFC Bournemouth,Premier League,Scotland,76,70,68,77,73,75,CM,Left
528,1525,Davidson,Başakşehir,Trendyol Süper Lig,Brazil,76,74,74,77,73,74,LW,Right
529,1525,Alessandro Florenzi,Milano FC,Serie A Enilive,Italy,76,76,71,82,73,75,RB,Right
530,1525,Marcel Halstenberg,Hannover 96,Bundesliga 2,Germany,76,66,59,79,73,78,CB,Left
531,1525,Amine Harit,OM,Ligue 1 McDonald's,Morocco,76,65,63,64,73,82,CM,Right
532,1525,Abel Ruiz,Girona FC,LALIGA EA SPORTS,Spain,76,76,78,77,73,76,ST,Right
